date_key,rows,weighted_events,missing_distance_share,imputed_distance_share,invalid_lead_time_share,invalid_stay_share,zero_party_share,quality_issue_share
2014-07-17,94188,136352,0.34007516881131356,0.12517518155179003,0.000499001996007984,0.007304539856457298,0.0012952817768717884,0.3455854248948911
2014-07-18,84413,121800,0.34928269342399865,0.12589293118358547,0.0005567862769952495,0.0052124672739980804,0.0014926610830085414,0.3533934346605381
2014-07-19,69794,101330,0.37295469524600966,0.1207840215491303,0.0006160988050548758,0.0034673467633320916,0.001590394589792819,0.37659397655958965
2014-07-20,84308,121841,0.369644636333444,0.13619110879157376,0.0005337571760687005,0.003914219291170471,0.0018622194809507994,0.37367746833040755
2014-07-22,105298,150846,0.3394841307527208,0.12818856958346786,0.0005223271097266805,0.005422705084616992,0.0014055347679917947,0.3443465213014492
2014-07-23,102715,146138,0.32915348293822716,0.12727449739570657,0.0005744049067808986,0.006055590712164728,0.0015090298398481234,0.3335150659592075
2013-03-28,30311,52433,0.3485863217973673,0.12896308270924747,0.0048497245224505955,0.01220678961433143,0.0012866616079970968,0.35815380554914056
2013-03-29,26867,47003,0.34987158968251014,0.12390665128224215,0.004205903152566345,0.011277775709978784,0.0017865783302936688,0.35973499088100647
2013-03-30,23679,42512,0.3739600489885553,0.13581654630685416,0.00405422526289117,0.012880611512310486,0.0016047974998944213,0.38485577938257526
2013-04-01,34396,59589,0.3535004070240726,0.13926037911385045,0.005145947203163159,0.015844865682056054,0.0018606814745900685,0.36411210605884403
2013-04-02,37772,65562,0.3533305093720216,0.13705919728899715,0.004368315154082389,0.01411098167955099,0.002038547071905115,0.36423805993857883
2013-04-04,32687,56283,0.3594395325358705,0.1351913604797014,0.004221861902285312,0.007403554930094533,0.0018355921314283966,0.3653134273564414
2013-04-06,26196,45939,0.38662391204764085,0.1403267674454115,0.004122766834631242,0.006756756756756757,0.0016414719804550312,0.3923499770957398
2013-04-07,31496,56402,0.37385699771399544,0.1336995173990348,0.004921259842519685,0.008953517907035814,0.001651003302006604,0.3801752603505207
2013-04-09,35523,61976,0.3612026011316612,0.12577766517467556,0.003997410128649044,0.006756186132927962,0.001097880246600794,0.36567857444472596
2013-04-11,31212,53623,0.34922465718313467,0.11892861719851339,0.004261181596821735,0.007304882737408689,0.0019223375624759708,0.3554081763424324
2013-04-12,28182,48204,0.36289120715350226,0.12373145979703357,0.003158044141650699,0.006351571925342418,0.001987083954297069,0.36828472074373714
2014-05-11,52902,77067,0.3513666780083929,0.12031681221881971,0.0005481834335185815,0.007542247930134967,0.0015878416695020983,0.35645155192620315
2014-05-12,68588,97695,0.31721292354347697,0.12747127777453782,0.0003790750568612585,0.009243599463462997,0.001326762699014405,0.3241966524756517
2014-05-13,68906,99623,0.32307781615534203,0.1344585377180507,0.0005224508751052158,0.005587321858764114,0.0011610019446782573,0.3276927988854381
2014-05-14,69104,99677,0.32142857142857145,0.12743111831442464,0.0005354248668673304,0.0025034730261634637,0.0010274369066913638,0.32378733503125723
2014-05-15,64795,93849,0.31772513311212286,0.12741723898448953,0.0004012655297476657,0.0022069604136121614,0.0008796975075237287,0.31994752681534067
2014-05-16,56275,81730,0.323500666370502,0.12598844957796534,0.0003909373611728121,0.002274544646823634,0.0011905819635717458,0.326023989338072
2014-05-17,43035,63724,0.35071453468107355,0.13303125363076565,0.0005809225049378413,0.002858138724294179,0.0012083188102707098,0.35345648890438014
2014-05-18,54927,80843,0.3259417044440803,0.1291350337720975,0.0007282392994337939,0.0029129571977351758,0.001565714493782657,0.3290731334316456
2013-01-08,35631,62868,0.3577222081894979,0.14333024613398446,0.005360500687603491,0.014453706042491089,0.003227526592012573,0.36922904212623836
2013-01-10,32345,57063,0.3547379811408255,0.14005255835523264,0.004421085175452156,0.013727005719585716,0.002256917607049003,0.36500231875096617
2013-01-11,30030,52658,0.3510822510822511,0.14082584082584082,0.005694305694305695,0.01361971361971362,0.0018648018648018648,0.3608724608724609
2013-01-13,31215,56643,0.36934166266218166,0.1506006727534839,0.005382027871215762,0.015120935447701425,0.002466762774307224,0.38090661540925835
2013-01-14,35968,63624,0.34589079181494664,0.12725200177935944,0.005115658362989324,0.01415146797153025,0.002029581850533808,0.35806828291814946
2013-01-15,34562,60285,0.33843527573635784,0.13190787570163764,0.003414154273479544,0.012123141021931601,0.0026329494820901567,0.3487356055783809
2013-01-19,24392,43929,0.37106428337159725,0.1342653328960315,0.005247622171203673,0.015619875368973433,0.0022958346999016072,0.3838143653656937
2013-01-20,30705,56330,0.37726754600227974,0.13896759485425828,0.0039081582804103565,0.012473538511643055,0.002898550724637681,0.38641914997557403
2014-09-11,95632,136682,0.38096034800066925,0.1365547097205956,0.00037644303162121467,0.004559143382968044,0.0016835368914170988,0.38495482683620547
2014-09-12,84108,120186,0.37331763922575734,0.12900080848432968,0.0007133685261806249,0.004601226993865031,0.0016169686593427498,0.37766918723545917
2014-09-14,83702,121098,0.39281020764139446,0.13153807555375022,0.0005615158538625122,0.006057202934219015,0.0014933932283577452,0.3973859644930826
2013-06-18,38840,65883,0.3576467559217302,0.13650875386199793,0.004660144181256437,0.007904222451081359,0.001725025746652935,0.36398043254376933
2013-06-23,33334,59231,0.37904241915161696,0.14168716625667488,0.0030299394012119757,0.00623987520249595,0.0011999760004799903,0.3836923261534769
2013-06-26,36320,61792,0.34091409691629954,0.12144823788546255,0.006084801762114537,0.008645374449339207,0.0016244493392070485,0.3477422907488987
2013-06-30,32063,56799,0.38271527929389015,0.13776003493122915,0.005676324735676637,0.009606088014222,0.0014658640800923183,0.3892960733555812
2013-11-18,32200,46913,0.34596273291925467,0.1370496894409938,0.0013975155279503106,0.004254658385093168,0.002453416149068323,0.3507142857142857
2013-11-21,26656,38386,0.35643007202881155,0.13066476590636256,0.0012379951980792316,0.005889855942376951,0.0019507803121248499,0.3627325930372149
2013-11-22,24173,34993,0.35589293840234976,0.13093120423613122,0.0006205270342944608,0.005253795557026435,0.0030612667025193396,0.36011252223555207
2013-11-27,27113,38894,0.39007118356507947,0.133035813078597,0.0011802456386235385,0.004389038468631284,0.0029137314203518607,0.3946446354147457
2013-11-29,23504,33974,0.38818924438393465,0.13257317903335603,0.0008934649421375085,0.003999319264805991,0.003914227365554799,0.39316712049012936
2013-11-30,21616,31415,0.36884715025906734,0.13240192450037008,0.0007401924500370096,0.0048112509252405625,0.004117320503330866,0.3752775721687639
2013-12-02,33550,48937,0.34554396423248884,0.13076005961251863,0.0005961251862891207,0.0031296572280178838,0.002444113263785395,0.34959761549925483
2013-12-03,30179,43453,0.3607144040558004,0.1334040226647669,0.0009940687232844032,0.004340766758341893,0.00328042678683853,0.3656847476722224
2013-12-04,29609,42676,0.3557702050052349,0.1303657671653889,0.0009118848998615286,0.004289236380830153,0.004052821777162349,0.3613090614340234
2013-12-06,26298,37560,0.3405201916495551,0.12289907977792988,0.0007224884021598601,0.0037645448323066393,0.0028899536086394403,0.34527340482165947
2013-09-14,26234,38227,0.40790577113669285,0.1375314477395746,0.0021346344438514906,0.004879164443089121,0.0021346344438514906,0.41209880307997254
2013-09-16,39439,57887,0.36534902000557823,0.12611881640001013,0.0022820051218337177,0.00555287912979538,0.0025355612464819086,0.3707244098481199
2013-09-17,36668,53420,0.3518053888949493,0.13393149340024,0.0020181084324206395,0.004799825460892331,0.0018817497545543798,0.3554052579906185
2013-09-21,25046,36686,0.37878303920785755,0.13734728100295457,0.001956400223588597,0.004950890361734408,0.0035534616305996965,0.3850115786952008
2013-09-22,29917,43330,0.3769763010997092,0.13373667145769963,0.002072400307517465,0.006317478356787111,0.0017381421934017447,0.3820904502456797
2013-09-26,31411,44817,0.36031963324949856,0.1304320142625195,0.002801566330266467,0.006621884053357104,0.0030562541784725098,0.3678647607526026
2013-09-27,27490,39434,0.36515096398690433,0.13699527100763914,0.0028373954165150962,0.005456529647144416,0.0018915969443433977,0.36980720261913425
2013-09-28,23840,34323,0.3842701342281879,0.13057885906040267,0.0018036912751677853,0.0040687919463087245,0.002558724832214765,0.3888422818791946
2014-07-25,80334,113447,0.3355241865212737,0.1285632484377723,0.00048547314960041825,0.003510344312495332,0.0015933477730475265,0.33828764906515296
2014-07-27,81507,117694,0.3648030230532347,0.13635638656802485,0.0006011753591716049,0.0038892365072938522,0.0020243660053737714,0.3688394861791012
2014-09-17,103020,148210,0.3660551349252572,0.13083867210250436,0.000805668802174335,0.004707823723548826,0.0011745292176276452,0.37019996117258785
2014-09-19,80726,115709,0.38541486014419146,0.13402125709189108,0.000768030126601095,0.00460818075960657,0.001077719693778956,0.38898248395808044
2014-09-20,66899,96469,0.4006188433309915,0.13595121003303487,0.0006128641683732193,0.005396194262993468,0.0013901553087490098,0.4048341529768756
2014-09-22,101936,144901,0.3756867053837702,0.13884201852142522,0.0007455658452362266,0.007524328990739288,0.0020012556898446085,0.38198477476063414
2013-01-26,25891,46953,0.3661890232126994,0.1532192653817929,0.005136920165308408,0.015796995094820594,0.001969796454366382,0.37924375265536286
2013-01-27,31847,58530,0.3807579991835966,0.15674945834772505,0.004929820705246962,0.014977862907024209,0.003485414638741483,0.39269004929820706
2013-01-28,31901,56007,0.34795147487539574,0.14532459797498512,0.004984169775242155,0.014262875771919375,0.0019435127425472556,0.35901695871602773
2013-01-30,31083,55044,0.3553389312485925,0.14191036901200013,0.004922304796834282,0.015217321365376572,0.002316378727922015,0.36753209149695976
2013-01-31,22673,39037,0.39368411767300315,0.14462135579764476,0.004101795086666961,0.013981387553477704,0.003704847175054029,0.4060777135800291
2013-02-01,18183,30373,0.4157729747566408,0.13842600230984986,0.0037947533410328327,0.01649892756970797,0.0035197712148710334,0.42880712753671013
2013-02-02,18415,32061,0.44306272060819984,0.15764322563127886,0.0036926418680423567,0.017757263100733098,0.00390985609557426,0.45653000271517785
2013-02-05,22734,37880,0.4231987331749802,0.15184305445588106,0.004970528723497845,0.050365091932787896,0.003430984428609132,0.46080760095011875
2013-02-06,22551,38048,0.39306460910824353,0.1386634739035963,0.003902265974901335,0.01693938184559443,0.0028823555496430312,0.40548090993747504
2013-02-07,24394,41935,0.35877674838074936,0.12183323768139706,0.005124210871525785,0.0063130277937197676,0.00032794949577765023,0.3627941297040256
2013-02-09,27181,49621,0.3622751186490563,0.13708104926235237,0.006143997645414076,0.01534159891100401,0.0020602626834921455,0.37368014421838786
2014-05-19,71175,102010,0.3133684580259923,0.12264137688795224,0.0004495960660344222,0.002978573937478047,0.0009975412715138743,0.3162346329469617
2014-05-20,69722,101213,0.32243768107627435,0.12894065001003988,0.0008175324861593185,0.0027968216631766157,0.0013912394939904192,0.32569346834571583
2014-05-22,64900,93487,0.32143297380585517,0.12682588597842834,0.0005701078582434515,0.002172573189522342,0.0010477657935285055,0.3236055469953775
2014-05-23,58618,85009,0.31087720495410964,0.12049199904466205,0.0004947285816643352,0.0021495103893002148,0.0012453512572929816,0.31277082124944555
2014-05-25,48281,69630,0.35879538534827365,0.12373397402704998,0.0005178020339263893,0.0059650794308320045,0.000869907416996334,0.3633106190841118
2014-05-26,65011,93290,0.34663364661365,0.1333159003860885,0.0007075725646429066,0.003153312516343388,0.0016920213502330374,0.3498023411422682
2014-02-18,43398,64144,0.3724134752753583,0.1338310521222176,0.0011521268261210193,0.0033411677957509564,0.002212083506152357,0.3757546430711093
2014-02-21,35730,52212,0.3785054575986566,0.13067450321858382,0.0014553596417576267,0.0029666946543520853,0.00279876854184159,0.3824237335572348
2014-02-22,32104,47842,0.36447171692000996,0.12693122352354846,0.0007787191627211562,0.0035509593820084724,0.0023984550211811613,0.3682407176675804
2014-02-24,45560,66446,0.3685908691834943,0.13661106233538192,0.0010974539069359087,0.004214223002633889,0.0018656716417910447,0.37265144863915717
2014-03-01,34403,50637,0.3631369357323489,0.12551230997296747,0.0017440339505275704,0.004621689968898062,0.0027613870883353197,0.3673226172136151
2014-11-14,78975,110944,0.3668122823678379,0.1296486229819563,0.0005191516302627413,0.0026590693257359924,0.0015194681861348527,0.369446027223805
2014-11-16,81342,115816,0.3826805340414546,0.13620269971232574,0.0005655135108554006,0.00327014334538123,0.0012908460573873275,0.3858523272110349
2014-11-17,97397,138442,0.36762939310245696,0.13250921486288078,0.0005955008881177038,0.0035114017885561157,0.0011499327494686694,0.3703810178958284
2014-11-18,93469,130768,0.37810397030031345,0.13075993110015086,0.0004921417796274701,0.002385817757759257,0.0009307898875563021,0.38022231969957954
2013-12-08,27267,39575,0.3773425752741409,0.12949719441082627,0.001063556680236183,0.005024388454908864,0.003997506142956688,0.38401731030183006
2013-12-10,28310,40424,0.3628399858707171,0.13645354998233838,0.001095019427764041,0.003991522430236666,0.002543270929000353,0.3669021547156482
2013-12-11,28750,41593,0.3699130434782609,0.13641739130434782,0.001217391304347826,0.004834782608695652,0.0030956521739130436,0.3747478260869565
2013-12-13,23683,33979,0.3252544018916522,0.11691930920913736,0.0014356289321454207,0.004222438035721826,0.004433559937507917,0.33103914200059115
2013-12-14,21283,31081,0.3674294037494714,0.13635295775971432,0.0016914908612507636,0.005027486726495325,0.0028661372926749046,0.372081003617911
2013-12-15,25247,36833,0.3740642452568622,0.1284112963916505,0.0015447379886719215,0.005545213292668436,0.0036043886402344835,0.379292589218521
2013-12-16,28598,40840,0.3559689488775439,0.12458913210714036,0.0007692845653542205,0.004056227708231345,0.0027274634589831456,0.359815371704315
2013-12-19,26137,37543,0.3554730841336037,0.11963882618510158,0.001109538202548112,0.0033286146076443356,0.003558174235757738,0.36002601675785284
2013-12-20,24155,34965,0.36683916373421654,0.12875181121920928,0.0007865866280273235,0.003518940178016974,0.002483957772717864,0.37077209687435314
2013-12-22,22337,33031,0.3758338183283342,0.13864887854232888,0.0008058378475175718,0.004611183238572771,0.0034919640059094775,0.38116130187581143
2013-12-23,25055,36213,0.3697864697665137,0.12129315505887049,0.0005986828976252245,0.003552185192576332,0.0021552584314508084,0.37365795250449013
2013-12-24,18822,27460,0.40287960896822866,0.1275634895335246,0.0007438104345978111,0.0032940176389331635,0.00334714695569015,0.40760811815960046
2013-12-25,19223,27567,0.38266659730531133,0.12979243614420224,0.0028611559069864224,0.005254122665556885,0.0032773240389117205,0.3884929511522655
2013-12-26,28719,42271,0.3447891639681047,0.14067342177652425,0.0007660433859117658,0.00400431769908423,0.0020543890803997353,0.3491068630523347
2014-09-23,103732,147714,0.3869779817221301,0.13681409786758184,0.0006651756449311687,0.004897235182971503,0.001060424941194617,0.3911425596730035
2014-09-25,91436,129773,0.3695480992169386,0.13157837175729473,0.0005796404042171573,0.0056104816483660705,0.001935780217857299,0.37467736996369044
2014-09-26,76729,109873,0.3790874376050776,0.13148874610642652,0.00067770986198178,0.005512909069582557,0.001511814307497817,0.3833361571244249
2014-07-30,115687,163665,0.32428881378201524,0.13213239171211977,0.00032847251635879574,0.0031982850277040634,0.0012015178887861211,0.32707218615747663
2014-07-31,94794,135301,0.3452961157879191,0.13365824841234678,0.0009072304154271368,0.0046099964132751015,0.0015823786315589594,0.34923096398506237
2014-08-03,86069,124552,0.3811593024201513,0.13345106832889891,0.0007087336904111817,0.004380206578442877,0.0014290859659110713,0.38471458945729586
2013-07-15,40136,67300,0.3339645206298585,0.11887083914690054,0.005232210484353199,0.01141120191349412,0.0018437313135339845,0.34246063384492725
2013-07-18,35618,60709,0.33558874726262,0.12297153124824527,0.0032287045875680834,0.006429333483070358,0.0019652984446066595,0.3408669773709922
2013-07-21,33092,57433,0.3695455094886982,0.12293001329626496,0.0032938474555783874,0.006557476127160643,0.0017829082557717878,0.3746524839840445
2013-07-23,40117,68830,0.33320038886257697,0.11972480494553431,0.00391355285789067,0.009372585188324152,0.0019193857965451055,0.3406286611660892
2013-07-25,35654,60710,0.32944410164357435,0.12433387558198239,0.0038144387726482304,0.005889942222471532,0.0014023671958265551,0.33432433948505075
2013-07-28,36348,62767,0.376526906569825,0.1371739848134698,0.003989215362605921,0.007538241443820843,0.0015406624848684934,0.38090128755364805
2013-07-29,40772,69400,0.33834494260767195,0.12888747179436869,0.0030658294908270383,0.006646718336113019,0.0022564505052487,0.34349553615226136
2013-10-01,35896,51543,0.3657232003565857,0.1332460441274794,0.0018665032315578337,0.00470804546467573,0.0023122353465567192,0.370598395364386
2013-10-02,34530,49101,0.3705473501303215,0.136750651607298,0.0013611352447147407,0.004083405734144222,0.0016796988126267015,0.37416739067477556
2013-10-03,32242,46405,0.36424539420631474,0.12344147385397929,0.0037528689287265058,0.006327150921158737,0.003070529123503505,0.37066559146454936
2013-10-06,30782,44476,0.38490026638944835,0.14742381911506725,0.002468975375219284,0.006887141836138003,0.0020466506399844063,0.39052043401988173
2013-10-07,36874,51968,0.3529858436838965,0.12694581547974182,0.002088192222161957,0.005993382871399902,0.002603460432825297,0.3585181971036503
2013-10-08,36134,51049,0.35586981790003874,0.12852161399236176,0.0009132672828914595,0.004040515857641003,0.0015774616704488846,0.35938451320086345
2013-10-09,35177,49827,0.3556300992125537,0.1346902805810615,0.0017909429456747306,0.004008300878414873,0.0036671688887625438,0.3612587770418171
2013-10-11,28913,40528,0.3636080655760385,0.13142876906581816,0.001936845017812057,0.004669179953654065,0.0021443641268633486,0.36862311071144466
2013-10-13,27908,40075,0.38956571592374944,0.13995986813816827,0.001361616740719507,0.0055539630213558835,0.0030098896373799626,0.3950838469256127
2014-10-20,97542,135540,0.3718910828156076,0.12325972401632117,0.0007688995509626622,0.0030243382337864716,0.0017018310061306923,0.375294744827869
2014-10-21,99118,137483,0.3840372081761133,0.12101737323190541,0.0007264069089368228,0.0026937589539740513,0.0015839706208761275,0.3865190984483141
2014-10-22,100884,138908,0.35448634074778956,0.12238808929067048,0.0007037785972007454,0.0022104595376868483,0.001952737797866857,0.35708338289520636
2014-10-24,76641,106069,0.37679570986808625,0.1305567516081471,0.00066544016910009,0.002505186518965045,0.0016309808066178677,0.37948356623739254
2014-10-26,81372,114459,0.4101165019908568,0.13182667256550165,0.0005407265398417146,0.004129184486064003,0.0018065182126530011,0.41274639925281426
2014-03-04,45301,66621,0.3607867375996115,0.12670801969051457,0.0013023995055296792,0.006291251848745061,0.0017659654312266837,0.36599633562173023
2014-03-05,70617,102716,0.32810796267187786,0.1353498449381877,0.0010903889998159083,0.004134981661639549,0.00280385742809805,0.3327385756970701
